species,x,y,Urban,Coniferous,Broadleaf,MountainHeathBog,Freshwater,visit,rain,wind,obs
A,440500,1124500,0,0,0,58,0,2,5,2,0
A,440500,1124500,0,0,0,58,0,3,0,2,0
A,440500,1124500,0,0,0,58,0,4,4,1,0
A,438500,1119500,0,0,0,76,0,1,2,1,0
A,438500,1119500,0,0,0,76,0,2,0,1,0
A,438500,1119500,0,0,0,76,0,3,3,1,0
A,438500,1119500,0,0,0,76,0,4,1,2,0
A,436500,1116500,0,0,0,0,9,1,6,2,0
A,436500,1116500,0,0,0,0,9,2,3,2,0
A,436500,1116500,0,0,0,0,9,3,2,2,0
A,436500,1116500,0,0,0,0,9,4,8,2,0
A,436500,1115500,0,0,0,0,0,1,2,1,0
A,436500,1115500,0,0,0,0,0,2,0,1,0
A,436500,1115500,0,0,0,0,0,3,2,2,0
A,436500,1115500,0,0,0,0,0,4,11,1,0
A,367500,1043500,0,0,0,0,0,1,0,2,0
A,367500,1043500,0,0,0,0,0,2,4,1,0
A,367500,1043500,0,0,0,0,0,3,14,2,0
A,367500,1043500,0,0,0,0,0,4,1,1,0
A,351500,1041500,0,0,0,0,0,1,4,1,0
A,351500,1041500,0,0,0,0,0,2,4,1,0
A,351500,1041500,0,0,0,0,0,3,3,2,0
A,351500,1041500,0,0,0,0,0,4,0,1,0
A,365500,1025500,2,0,0,0,0,1,3,2,0
A,365500,1025500,2,0,0,0,0,2,4,1,0
A,365500,1025500,2,0,0,0,0,3,3,1,0
A,365500,1025500,2,0,0,0,0,4,8,1,0
A,334500,1024500,0,0,0,96,0,1,23,3,0
A,334500,1024500,0,0,0,96,0,2,13,2,0
A,334500,1024500,0,0,0,96,0,3,5,1,0
A,334500,1024500,0,0,0,96,0,4,5,1,0
A,325500,1018500,2,0,0,0,0,1,1,2,0
A,325500,1018500,2,0,0,0,0,2,9,1,0
A,325500,1018500,2,0,0,0,0,3,5,1,0
A,325500,1018500,2,0,0,0,0,4,1,1,0
A,337500,1017500,1,0,0,0,0,1,6,1,0
A,337500,1017500,1,0,0,0,0,2,2,1,1
A,337500,1017500,1,0,0,0,0,3,5,1,0
A,337500,1017500,1,0,0,0,0,4,4,3,1
A,354500,1010500,0,0,0,0,0,1,5,3,0
A,354500,1010500,0,0,0,0,0,2,4,3,0
A,354500,1010500,0,0,0,0,0,3,7,2,0
A,354500,1010500,0,0,0,0,0,4,2,1,0
A,330500,1004500,0,0,0,0,0,1,2,1,1
A,330500,1004500,0,0,0,0,0,2,0,3,0
A,330500,1004500,0,0,0,0,0,3,5,1,1
A,330500,1004500,0,0,0,0,0,4,11,1,1
A,330500,996500,0,0,0,14,0,2,2,2,1
A,330500,996500,0,0,0,14,0,3,1,2,0
A,330500,996500,0,0,0,14,0,4,3,1,0
A,328500,971500,0,70,12,3,0,1,2,2,0
A,328500,971500,0,70,12,3,0,2,5,2,1
A,328500,971500,0,70,12,3,0,3,14,2,0
A,328500,971500,0,70,12,3,0,4,1,1,1
A,335500,969500,0,0,0,100,0,1,1,1,0
A,335500,969500,0,0,0,100,0,2,17,1,0
A,335500,969500,0,0,0,100,0,3,13,2,0
A,335500,969500,0,0,0,100,0,4,5,2,0
A,287500,964500,0,0,0,84,0,1,0,1,0
A,287500,964500,0,0,0,84,0,3,4,2,0
A,235500,963500,0,0,0,72,0,1,5,2,0
A,235500,963500,0,0,0,72,0,2,10,2,0
A,235500,963500,0,0,0,72,0,3,3,2,0
A,235500,963500,0,0,0,72,0,4,0,1,0
A,315500,963500,1,0,0,9,0,1,0,3,0
A,315500,963500,1,0,0,9,0,2,4,1,0
A,315500,963500,1,0,0,9,0,3,1,2,0
A,315500,963500,1,0,0,9,0,4,82,1,0
A,274500,962500,0,0,0,80,0,1,6,2,0
A,274500,962500,0,0,0,80,0,3,2,3,0
A,274500,962500,0,0,0,80,0,4,6,3,0
A,257500,961500,0,0,0,97,3,1,16,2,1
A,257500,961500,0,0,0,97,3,2,3,3,0
A,257500,961500,0,0,0,97,3,3,8,2,0
A,257500,961500,0,0,0,97,3,4,2,2,0
A,285500,960500,0,0,0,99,1,1,22,1,0
A,285500,960500,0,0,0,99,1,2,10,2,0
A,285500,960500,0,0,0,99,1,3,3,1,0
A,285500,960500,0,0,0,99,1,4,0,2,0
A,300500,959500,0,86,0,1,0,1,7,2,0
A,300500,959500,0,86,0,1,0,3,1,2,0
A,300500,959500,0,86,0,1,0,4,2,1,0
A,311500,957500,0,0,0,0,1,1,1,2,1
A,311500,957500,0,0,0,0,1,2,3,1,0
A,311500,957500,0,0,0,0,1,3,0,1,1
A,311500,957500,0,0,0,0,1,4,0,3,1
A,149500,956500,0,0,0,100,0,1,9,2,0
A,149500,956500,0,0,0,100,0,3,1,1,0
A,221500,952500,0,0,1,85,14,1,19,2,0
A,221500,952500,0,0,1,85,14,2,3,2,0
A,221500,952500,0,0,1,85,14,3,2,1,0
A,221500,952500,0,0,1,85,14,4,4,1,0
A,249500,952500,0,0,0,87,0,1,8,3,0
A,249500,952500,0,0,0,87,0,2,1,1,0
A,249500,952500,0,0,0,87,0,3,1,2,0
A,249500,952500,0,0,0,87,0,4,4,1,0
A,283500,952500,0,0,0,100,0,1,4,1,0
A,283500,952500,0,0,0,100,0,2,2,2,0
A,283500,952500,0,0,0,100,0,3,5,2,0
A,283500,952500,0,0,0,100,0,4,4,1,0
A,139500,951500,0,0,0,100,0,1,1,1,0
A,139500,951500,0,0,0,100,0,2,0,2,0
A,139500,951500,0,0,0,100,0,3,7,1,0
A,139500,951500,0,0,0,100,0,4,1,2,0
A,145500,951500,0,0,0,98,2,1,5,2,0
A,145500,951500,0,0,0,98,2,2,1,2,0
A,145500,951500,0,0,0,98,2,3,4,1,0
A,145500,951500,0,0,0,98,2,4,1,1,0
A,311500,951500,0,26,0,59,0,1,4,2,0
A,311500,951500,0,26,0,59,0,2,3,1,0
A,311500,951500,0,26,0,59,0,3,1,2,0
A,152500,950500,0,0,0,89,0,1,0,2,0
A,152500,950500,0,0,0,89,0,2,7,2,0
A,152500,950500,0,0,0,89,0,3,8,2,0
A,152500,950500,0,0,0,89,0,4,6,2,0
A,146500,948500,0,0,0,100,0,2,1,1,0
A,146500,948500,0,0,0,100,0,3,7,2,0
A,146500,948500,0,0,0,100,0,4,2,2,0
A,217500,947500,0,0,1,75,22,1,44,3,0
A,217500,947500,0,0,1,75,22,2,4,2,0
A,217500,947500,0,0,1,75,22,3,5,2,0
A,217500,947500,0,0,1,75,22,4,8,2,0
A,253500,947500,0,0,0,28,65,1,12,2,0
A,253500,947500,0,0,0,28,65,2,25,2,0
A,253500,947500,0,0,0,28,65,3,2,2,0
A,253500,947500,0,0,0,28,65,4,5,2,0
A,261500,947500,0,0,0,32,21,1,12,1,0
A,261500,947500,0,0,0,32,21,2,3,1,0
A,261500,947500,0,0,0,32,21,3,1,2,0
A,261500,947500,0,0,0,32,21,4,9,2,0
A,127500,946500,0,0,0,65,0,1,1,1,0
A,127500,946500,0,0,0,65,0,3,2,1,0
A,127500,946500,0,0,0,65,0,4,0,2,0
A,258500,946500,0,0,0,0,1,1,1,1,1
A,258500,946500,0,0,0,0,1,2,52,2,0
A,258500,946500,0,0,0,0,1,3,2,3,0
A,258500,946500,0,0,0,0,1,4,0,1,0
A,334500,946500,2,0,0,4,28,1,8,1,1
A,334500,946500,2,0,0,4,28,2,16,1,0
A,334500,946500,2,0,0,4,28,3,6,1,1
A,334500,946500,2,0,0,4,28,4,1,1,1
A,260500,945500,0,0,0,0,3,1,1,2,0
A,260500,945500,0,0,0,0,3,2,7,1,0
A,260500,945500,0,0,0,0,3,3,0,2,0
A,260500,945500,0,0,0,0,3,4,4,1,0
A,256500,943500,0,0,0,100,0,2,1,1,0
A,256500,943500,0,0,0,100,0,3,1,2,0
A,256500,943500,0,0,0,100,0,4,2,1,0
A,258500,942500,0,14,0,76,0,1,0,2,0
A,258500,942500,0,14,0,76,0,2,4,1,0
A,258500,942500,0,14,0,76,0,3,3,1,0
A,258500,942500,0,14,0,76,0,4,2,2,0
A,242500,941500,0,0,0,99,0,1,4,1,0
A,242500,941500,0,0,0,99,0,2,41,2,0
A,242500,941500,0,0,0,99,0,3,16,1,0
A,242500,941500,0,0,0,99,0,4,1,1,0
A,239500,939500,0,0,0,61,3,1,1,1,0
A,239500,939500,0,0,0,61,3,2,32,1,0
A,239500,939500,0,0,0,61,3,3,0,1,0
A,239500,939500,0,0,0,61,3,4,6,3,0
A,114500,938500,0,0,0,32,2,1,2,1,0
A,114500,938500,0,0,0,32,2,2,10,1,0
A,114500,938500,0,0,0,32,2,3,5,1,0
A,114500,938500,0,0,0,32,2,4,1,1,0
A,224500,938500,0,0,0,97,3,1,3,1,0
A,224500,938500,0,0,0,97,3,2,44,1,0
A,224500,938500,0,0,0,97,3,3,3,2,0
A,224500,938500,0,0,0,97,3,4,1,2,0
A,251500,938500,0,0,0,100,0,1,2,1,0
A,251500,938500,0,0,0,100,0,2,0,3,1
A,251500,938500,0,0,0,100,0,3,2,1,0
A,251500,938500,0,0,0,100,0,4,6,1,1
A,294500,938500,0,0,0,99,1,1,1,2,0
A,294500,938500,0,0,0,99,1,4,54,3,0
A,131500,937500,0,0,0,84,16,1,5,1,0
A,131500,937500,0,0,0,84,16,2,3,1,0
A,131500,937500,0,0,0,84,16,3,0,3,0
A,131500,937500,0,0,0,84,16,4,1,1,0
A,238500,935500,0,0,0,66,0,2,0,2,0
A,238500,935500,0,0,0,66,0,3,7,2,0
A,238500,935500,0,0,0,66,0,4,29,1,0
A,267500,935500,0,2,0,97,0,2,1,1,0
A,267500,935500,0,2,0,97,0,3,4,2,0
A,267500,935500,0,2,0,97,0,4,3,1,0
A,288500,935500,0,0,0,55,0,1,2,2,1
A,288500,935500,0,0,0,55,0,2,27,1,0
A,288500,935500,0,0,0,55,0,4,8,1,0
A,121500,934500,2,0,0,0,0,2,10,1,0
A,121500,934500,2,0,0,0,0,3,4,3,0
A,121500,934500,2,0,0,0,0,4,0,1,0
A,285500,934500,0,0,0,100,0,1,3,1,0
A,285500,934500,0,0,0,100,0,2,7,1,0
A,285500,934500,0,0,0,100,0,3,1,2,0
A,285500,934500,0,0,0,100,0,4,3,1,0
A,321500,934500,1,0,4,0,0,1,4,3,0
A,321500,934500,1,0,4,0,0,2,1,2,0
A,321500,934500,1,0,4,0,0,4,5,2,0
A,244500,933500,0,0,0,45,14,1,0,2,0
A,244500,933500,0,0,0,45,14,3,7,3,1
A,244500,933500,0,0,0,45,14,4,4,1,1
A,256500,933500,0,0,8,26,0,1,2,2,0
A,256500,933500,0,0,8,26,0,3,4,1,0
A,256500,933500,0,0,8,26,0,4,1,2,0
A,203500,932500,0,0,0,63,0,2,2,2,0
A,203500,932500,0,0,0,63,0,3,7,2,0
A,203500,932500,0,0,0,63,0,4,17,1,0
A,298500,932500,0,0,0,99,1,1,6,1,0
A,298500,932500,0,0,0,99,1,2,10,1,0
A,298500,932500,0,0,0,99,1,3,3,1,0
A,298500,932500,0,0,0,99,1,4,6,2,0
A,306500,932500,0,0,0,100,0,1,18,3,0
A,306500,932500,0,0,0,100,0,2,6,2,0
A,306500,932500,0,0,0,100,0,3,4,1,0
A,145500,931500,6,0,0,0,1,1,43,1,0
A,145500,931500,6,0,0,0,1,2,2,2,0
A,145500,931500,6,0,0,0,1,3,1,2,0
A,145500,931500,6,0,0,0,1,4,2,1,0
A,244500,931500,0,0,0,100,0,1,2,1,0
A,244500,931500,0,0,0,100,0,2,7,2,0
A,244500,931500,0,0,0,100,0,4,16,1,0
A,304500,931500,0,0,0,100,0,1,0,1,0
A,304500,931500,0,0,0,100,0,2,4,1,0
A,304500,931500,0,0,0,100,0,3,2,1,0
A,304500,931500,0,0,0,100,0,4,5,2,0
A,315500,931500,1,0,11,4,0,1,0,2,1
A,315500,931500,1,0,11,4,0,2,0,1,0
A,315500,931500,1,0,11,4,0,3,1,2,0
A,315500,931500,1,0,11,4,0,4,7,1,1
A,253500,930500,0,0,0,50,0,2,1,1,0
A,253500,930500,0,0,0,50,0,3,3,2,0
A,253500,930500,0,0,0,50,0,4,2,1,0
A,258500,930500,0,0,0,67,0,2,9,1,0
A,258500,930500,0,0,0,67,0,3,8,2,0
A,311500,930500,0,0,0,100,0,1,0,1,0
A,311500,930500,0,0,0,100,0,2,27,1,0
A,311500,930500,0,0,0,100,0,3,0,1,0
A,311500,930500,0,0,0,100,0,4,22,1,0
A,220500,929500,0,0,0,95,0,1,1,1,0
A,220500,929500,0,0,0,95,0,2,22,1,0
A,220500,929500,0,0,0,95,0,3,1,2,0
A,220500,929500,0,0,0,95,0,4,1,1,0
A,103500,927500,0,0,0,78,22,1,0,1,0
A,103500,927500,0,0,0,78,22,2,6,1,0
A,103500,927500,0,0,0,78,22,3,15,1,0
A,103500,927500,0,0,0,78,22,4,7,1,0
A,139500,927500,0,0,0,43,9,1,0,2,0
A,139500,927500,0,0,0,43,9,3,17,2,0
A,139500,927500,0,0,0,43,9,4,1,2,0
A,218500,926500,0,0,13,23,46,1,13,1,0
A,218500,926500,0,0,13,23,46,2,3,1,0
A,218500,926500,0,0,13,23,46,3,2,2,0
A,218500,926500,0,0,13,23,46,4,2,2,0
A,251500,925500,0,0,0,96,4,1,3,1,0
A,251500,925500,0,0,0,96,4,2,7,2,0
A,251500,925500,0,0,0,96,4,3,6,1,0
A,251500,925500,0,0,0,96,4,4,2,2,0
A,225500,924500,0,0,0,100,0,1,8,1,0
A,225500,924500,0,0,0,100,0,2,9,1,0
A,225500,924500,0,0,0,100,0,3,1,2,0
A,225500,924500,0,0,0,100,0,4,6,1,0
A,230500,923500,0,0,0,7,2,1,2,2,0
A,230500,923500,0,0,0,7,2,2,3,1,0
A,230500,923500,0,0,0,7,2,3,0,1,0
A,230500,923500,0,0,0,7,2,4,7,2,0
A,297500,922500,0,0,0,100,0,1,0,2,0
A,297500,922500,0,0,0,100,0,2,3,1,0
A,297500,922500,0,0,0,100,0,3,13,1,0
A,297500,922500,0,0,0,100,0,4,0,2,0
A,309500,922500,0,5,40,38,0,1,1,2,0
A,309500,922500,0,5,40,38,0,2,2,1,0
A,309500,922500,0,5,40,38,0,3,24,2,0
A,309500,922500,0,5,40,38,0,4,13,2,1
A,105500,921500,0,0,0,96,4,1,2,3,0
A,105500,921500,0,0,0,96,4,2,1,1,1
A,105500,921500,0,0,0,96,4,4,6,1,0
A,274500,921500,0,0,0,100,0,1,5,3,0
A,274500,921500,0,0,0,100,0,2,5,2,0
A,274500,921500,0,0,0,100,0,3,13,1,0
A,290500,921500,0,26,4,5,0,1,1,1,0
A,290500,921500,0,26,4,5,0,2,5,1,0
A,290500,921500,0,26,4,5,0,3,2,3,0
A,127500,920500,1,0,0,14,0,1,1,2,0
A,127500,920500,1,0,0,14,0,2,6,1,0
A,127500,920500,1,0,0,14,0,3,1,1,0
A,127500,920500,1,0,0,14,0,4,3,1,0
A,247500,920500,0,0,0,25,5,1,0,2,0
A,247500,920500,0,0,0,25,5,2,3,2,0
A,247500,920500,0,0,0,25,5,3,0,2,0
A,247500,920500,0,0,0,25,5,4,13,2,0
A,276500,919500,0,0,0,100,0,1,7,2,0
A,276500,919500,0,0,0,100,0,2,27,2,0
A,276500,919500,0,0,0,100,0,3,4,2,0
A,276500,919500,0,0,0,100,0,4,0,2,0
A,307500,919500,0,0,16,70,0,1,1,2,0
A,307500,919500,0,0,16,70,0,2,0,2,0
A,307500,919500,0,0,16,70,0,3,2,2,0
A,307500,919500,0,0,16,70,0,4,2,1,0
A,253500,915500,0,0,1,8,0,1,1,2,0
A,253500,915500,0,0,1,8,0,2,2,1,0
A,253500,915500,0,0,1,8,0,3,11,1,0
A,253500,915500,0,0,1,8,0,4,5,1,0
A,285500,915500,0,0,0,100,0,1,19,2,0
A,285500,915500,0,0,0,100,0,2,0,1,0
A,285500,915500,0,0,0,100,0,3,1,2,0
A,285500,915500,0,0,0,100,0,4,4,2,0
A,289500,915500,0,0,0,100,0,1,0,1,0
A,289500,915500,0,0,0,100,0,2,13,2,0
A,289500,915500,0,0,0,100,0,3,0,1,0
A,289500,915500,0,0,0,100,0,4,0,1,0
A,131500,914500,0,0,0,99,1,1,5,1,0
A,131500,914500,0,0,0,99,1,2,0,1,0
A,131500,914500,0,0,0,99,1,3,0,1,0
A,239500,914500,0,0,4,15,0,1,7,1,0
A,239500,914500,0,0,4,15,0,2,15,1,0
A,239500,914500,0,0,4,15,0,3,2,1,0
A,239500,914500,0,0,4,15,0,4,4,2,0
A,285500,914500,0,0,0,100,0,2,0,2,0
A,285500,914500,0,0,0,100,0,3,3,1,0
A,285500,914500,0,0,0,100,0,4,21,2,0
A,225500,913500,0,0,0,1,0,1,17,3,0
A,225500,913500,0,0,0,1,0,2,3,1,0
A,225500,913500,0,0,0,1,0,3,0,1,0
A,225500,913500,0,0,0,1,0,4,4,1,0
A,290500,910500,0,0,0,100,0,1,0,2,0
A,290500,910500,0,0,0,100,0,2,0,1,0
A,290500,910500,0,0,0,100,0,3,3,1,0
A,290500,910500,0,0,0,100,0,4,7,2,0
A,133500,908500,0,0,0,100,0,1,3,2,0
A,133500,908500,0,0,0,100,0,2,1,1,0
A,133500,908500,0,0,0,100,0,3,6,2,0
A,133500,908500,0,0,0,100,0,4,8,1,0
A,223500,907500,0,0,0,83,0,1,4,2,0
A,223500,907500,0,0,0,83,0,4,1,2,0
A,128500,905500,0,0,0,87,0,1,2,2,0
A,128500,905500,0,0,0,87,0,3,0,2,0
A,128500,905500,0,0,0,87,0,4,2,1,0
A,253500,905500,0,85,0,14,0,1,0,1,0
A,253500,905500,0,85,0,14,0,2,3,1,1
A,253500,905500,0,85,0,14,0,3,8,1,0
A,253500,905500,0,85,0,14,0,4,0,2,0
A,239500,904500,0,34,0,5,2,1,29,3,0
A,239500,904500,0,34,0,5,2,2,4,2,0
A,239500,904500,0,34,0,5,2,3,2,1,0
A,239500,904500,0,34,0,5,2,4,1,2,0
A,245500,904500,0,40,31,16,0,1,1,2,0
A,245500,904500,0,40,31,16,0,2,97,2,0
A,245500,904500,0,40,31,16,0,3,1,3,0
A,245500,904500,0,40,31,16,0,4,4,1,0
A,287500,904500,0,3,32,23,1,1,7,3,0
A,287500,904500,0,3,32,23,1,2,2,3,0
A,287500,904500,0,3,32,23,1,3,5,1,0
A,287500,904500,0,3,32,23,1,4,1,1,0
A,222500,903500,0,0,0,100,0,1,0,1,0
A,222500,903500,0,0,0,100,0,2,5,1,0
A,222500,903500,0,0,0,100,0,3,1,1,0
A,222500,903500,0,0,0,100,0,4,0,2,0
A,262500,903500,0,0,0,98,2,1,4,2,0
A,262500,903500,0,0,0,98,2,2,3,1,0
A,262500,903500,0,0,0,98,2,3,1,1,0
A,256500,901500,0,32,7,10,0,2,1,1,0
A,256500,901500,0,32,7,10,0,3,0,1,1
A,256500,901500,0,32,7,10,0,4,2,1,1
A,265500,901500,0,0,0,91,8,1,3,2,0
A,265500,901500,0,0,0,91,8,2,3,3,0
A,265500,901500,0,0,0,91,8,3,7,3,0
A,265500,901500,0,0,0,91,8,4,8,2,0
A,278500,901500,0,0,0,88,6,1,5,2,0
A,278500,901500,0,0,0,88,6,3,3,1,0
A,278500,901500,0,0,0,88,6,4,1,1,0
A,221500,898500,0,0,0,97,3,1,23,1,0
A,221500,898500,0,0,0,97,3,2,0,3,0
A,221500,898500,0,0,0,97,3,3,14,1,0
A,221500,898500,0,0,0,97,3,4,0,1,0
A,202500,895500,0,0,2,35,0,1,10,2,0
A,202500,895500,0,0,2,35,0,2,3,1,0
A,202500,895500,0,0,2,35,0,3,5,1,0
A,202500,895500,0,0,2,35,0,4,1,2,0
A,114500,891500,0,0,0,86,10,1,7,2,0
A,114500,891500,0,0,0,86,10,2,5,2,0
A,114500,891500,0,0,0,86,10,3,28,1,0
A,266500,891500,0,1,38,58,0,1,1,1,0
A,266500,891500,0,1,38,58,0,2,1,1,0
A,266500,891500,0,1,38,58,0,3,12,2,0
A,266500,891500,0,1,38,58,0,4,2,1,0
A,250500,887500,0,0,0,100,0,1,3,1,0
A,250500,887500,0,0,0,100,0,2,1,1,0
A,250500,887500,0,0,0,100,0,3,0,2,0
A,250500,887500,0,0,0,100,0,4,1,1,0
A,267500,886500,0,28,2,63,0,1,4,1,0
A,267500,886500,0,28,2,63,0,2,1,1,0
A,267500,886500,0,28,2,63,0,4,12,3,0
A,261500,883500,0,0,0,100,0,1,1,1,0
A,261500,883500,0,0,0,100,0,2,0,2,0
A,261500,883500,0,0,0,100,0,3,15,1,0
A,261500,883500,0,0,0,100,0,4,3,1,0
A,206500,882500,0,0,0,30,0,1,0,2,0
A,206500,882500,0,0,0,30,0,2,1,2,0
A,206500,882500,0,0,0,30,0,3,6,1,0
A,206500,882500,0,0,0,30,0,4,6,1,0
A,211500,881500,0,0,0,90,0,1,5,1,0
A,211500,881500,0,0,0,90,0,3,21,2,0
A,211500,881500,0,0,0,90,0,4,2,2,0
A,221500,881500,0,0,0,97,0,1,2,1,0
A,221500,881500,0,0,0,97,0,2,17,2,0
A,221500,881500,0,0,0,97,0,3,0,2,0
A,221500,881500,0,0,0,97,0,4,4,2,0
A,282500,881500,4,0,0,0,0,1,2,3,0
A,282500,881500,4,0,0,0,0,2,1,2,1
A,282500,881500,4,0,0,0,0,3,1,2,0
A,180500,878500,0,0,0,86,6,1,3,1,0
A,180500,878500,0,0,0,86,6,2,7,2,0
A,180500,878500,0,0,0,86,6,4,3,3,0
A,199500,878500,0,0,0,5,0,1,1,2,1
A,199500,878500,0,0,0,5,0,3,13,1,0
A,199500,878500,0,0,0,5,0,4,0,2,1
A,235500,878500,0,0,0,82,3,1,2,2,0
A,235500,878500,0,0,0,82,3,2,0,2,0
A,235500,878500,0,0,0,82,3,3,1,1,0
A,235500,878500,0,0,0,82,3,4,0,1,0
A,246500,878500,0,0,0,85,15,1,1,2,0
A,246500,878500,0,0,0,85,15,2,3,2,0
A,246500,878500,0,0,0,85,15,3,0,1,0
A,246500,878500,0,0,0,85,15,4,3,2,0
A,268500,876500,0,41,10,40,0,1,2,1,0
A,268500,876500,0,41,10,40,0,3,0,2,0
A,268500,876500,0,41,10,40,0,4,6,2,0
A,286500,876500,7,0,1,0,0,1,6,2,0
A,286500,876500,7,0,1,0,0,2,17,1,0
A,286500,876500,7,0,1,0,0,3,0,1,0
A,286500,876500,7,0,1,0,0,4,2,2,0
A,221500,874500,0,0,0,39,0,1,4,1,0
A,221500,874500,0,0,0,39,0,2,0,3,0
A,221500,874500,0,0,0,39,0,3,3,1,0
A,221500,874500,0,0,0,39,0,4,10,1,0
A,278500,874500,0,0,6,0,0,1,6,1,0
A,278500,874500,0,0,6,0,0,3,4,3,0
A,264500,872500,0,16,15,0,0,1,0,1,0
A,264500,872500,0,16,15,0,0,2,2,2,0
A,264500,872500,0,16,15,0,0,3,15,3,0
A,264500,872500,0,16,15,0,0,4,3,1,0
A,70500,870500,0,0,0,0,2,1,0,1,0
A,70500,870500,0,0,0,0,2,2,0,1,0
A,70500,870500,0,0,0,0,2,3,0,1,0
A,70500,870500,0,0,0,0,2,4,5,2,0
A,141500,869500,0,0,0,44,9,1,1,1,0
A,141500,869500,0,0,0,44,9,2,23,1,0
A,141500,869500,0,0,0,44,9,3,7,1,0
A,141500,869500,0,0,0,44,9,4,5,2,0
A,187500,869500,0,0,0,100,0,2,4,1,0
A,187500,869500,0,0,0,100,0,3,2,1,0
A,187500,869500,0,0,0,100,0,4,4,2,0
A,233500,869500,0,0,0,100,0,1,2,1,0
A,233500,869500,0,0,0,100,0,2,3,3,0
A,233500,869500,0,0,0,100,0,3,2,2,0
A,233500,869500,0,0,0,100,0,4,2,1,0
A,235500,869500,0,0,0,100,0,1,4,1,0
A,235500,869500,0,0,0,100,0,2,37,2,0
A,235500,869500,0,0,0,100,0,3,0,1,0
A,235500,869500,0,0,0,100,0,4,15,2,0
A,90500,868500,1,0,0,14,22,1,0,2,0
A,90500,868500,1,0,0,14,22,2,0,1,0
A,90500,868500,1,0,0,14,22,3,58,1,0
A,90500,868500,1,0,0,14,22,4,5,1,0
A,240500,866500,0,34,41,1,1,1,1,2,0
A,240500,866500,0,34,41,1,1,3,6,1,0
A,240500,866500,0,34,41,1,1,4,5,1,0
A,195500,865500,0,0,0,100,0,1,14,3,0
A,195500,865500,0,0,0,100,0,2,3,1,0
A,195500,865500,0,0,0,100,0,3,6,1,0
A,195500,865500,0,0,0,100,0,4,9,2,0
A,317500,865500,1,0,4,0,0,1,2,1,1
A,317500,865500,1,0,4,0,0,2,3,1,1
A,317500,865500,1,0,4,0,0,3,29,2,1
A,317500,865500,1,0,4,0,0,4,3,3,0
A,351500,865500,5,0,17,0,0,2,0,2,0
A,351500,865500,5,0,17,0,0,3,2,1,0
A,351500,865500,5,0,17,0,0,4,11,3,0
A,353500,865500,1,7,16,0,0,1,3,1,1
A,353500,865500,1,7,16,0,0,2,0,2,0
A,353500,865500,1,7,16,0,0,3,5,1,0
A,353500,865500,1,7,16,0,0,4,1,1,0
A,354500,865500,0,11,6,0,0,1,0,2,0
A,354500,865500,0,11,6,0,0,2,5,1,0
A,354500,865500,0,11,6,0,0,3,6,1,0
A,354500,865500,0,11,6,0,0,4,8,1,0
A,203500,864500,0,0,0,97,3,1,3,2,0
A,203500,864500,0,0,0,97,3,4,1,2,0
A,231500,864500,0,0,0,93,7,1,2,1,0
A,231500,864500,0,0,0,93,7,2,7,1,0
A,231500,864500,0,0,0,93,7,3,8,1,0
A,231500,864500,0,0,0,93,7,4,0,2,0
A,143500,863500,0,0,0,100,0,1,2,1,0
